city,city_raw,condition_id,question,target_date,fetched_at,days_ahead,bin_temp_c,forecast_mu,forecast_sigma,forecast_prob,market_prob,market_prob_raw,edge,abs_edge,bet_side,our_prob,their_prob,liquidity,volume_24h,day_kl_div,n_bins,market_mode_c,forecast_mode_c,mode_shift_c
HK,hong_kong,0xcc873c29767bc6908de48a736ae6f632278bb0d93c45a3ac7e6304e25ad06e26,Will the highest temperature in Hong Kong be 20°C on March 21?,2026-03-21,2026-03-19 12:05:31.408246+00:00,1.5,20.0,26.0,1.2,0.0,0.0779,0.006,-0.0779,0.0779,No,1.0,0.9221,1687.17083,475.23,0.1693,3,26.0,26.0,0.0
HK,hong_kong,0xa64bdd848904b99232fdc00a9e28ffcd8c2fc0fea40505da0861ba0f624a3d8e,Will the highest temperature in Hong Kong be 21°C on March 21?,2026-03-21,2026-03-20 06:05:33.843339+00:00,0.75,21.0,25.0,0.8,0.0,0.0163,0.013,-0.0163,0.0163,No,1.0,0.9837,1067.15974,455.53616199999993,0.1732,5,24.0,25.0,1.0
HK,hong_kong,0x7f25bd946c51904191ae4b698dfcc39ba9db84fbdf445b85bbd87484abe34a8f,Will the highest temperature in Hong Kong be 25°C on March 21?,2026-03-21,2026-03-20 06:05:33.843339+00:00,0.75,25.0,25.0,0.8,0.6643,0.3952,0.315,0.2691,0.2691,Yes,0.6643,0.3952,848.5597,626.403672,0.1732,5,24.0,25.0,1.0
HK,hong_kong,0xf4ad571f6354c6f9483f9dfe7dc575ff3ae899d5d9efe3a295fbdd06b160e95c,Will the highest temperature in Hong Kong be 24°C on March 21?,2026-03-21,2026-03-20 06:05:33.843339+00:00,0.75,24.0,25.0,0.8,0.3344,0.5521,0.44,-0.2177,0.2177,No,0.6656,0.4479,628.1691,687.739377,0.1732,5,24.0,25.0,1.0
HK,hong_kong,0x76ec7ce9dfccefc6f5f9a8a91a061ac146fd6fac034d61a623b837767ef4c15f,Will the highest temperature in Hong Kong be 19°C on March 21?,2026-03-21,2026-03-20 06:05:33.843339+00:00,0.75,19.0,25.0,0.8,0.0,0.0038,0.003,-0.0038,0.0038,No,1.0,0.9962,2393.0164,223.03,0.1732,5,24.0,25.0,1.0
HK,hong_kong,0x4345fa2bd03ec6732f398b8a36b0fdb0fe1841173705680a9849324d9d90544f,Will the highest temperature in Hong Kong be 22°C on March 21?,2026-03-21,2026-03-20 06:05:33.843339+00:00,0.75,22.0,25.0,0.8,0.0013,0.0326,0.026,-0.0314,0.0314,No,0.9987,0.9674,1013.09289,558.084651,0.1732,5,24.0,25.0,1.0
HK,hong_kong,0xc16a1dfe63bb45b61e9a61219a2dca6304160e6e0d811c0ec4435793c07a5534,Will the highest temperature in Hong Kong be 24°C on March 22?,2026-03-22,2026-03-19 18:06:16.007970+00:00,2.25,24.0,25.4,1.6,0.3273,0.2301,0.165,0.0971,0.0971,Yes,0.3273,0.2301,278.6046,95.651362,0.1976,5,25.0,25.4,0.4
HK,hong_kong,0x5c82f3b1e1a6923bb869ec119f428836f483af6b00b695c2a065fed304703597,Will the highest temperature in Hong Kong be 18°C on March 22?,2026-03-22,2026-03-19 18:06:16.007970+00:00,2.25,18.0,25.4,1.6,0.0,0.0098,0.007,-0.0097,0.0097,No,1.0,0.9902,1851.05533,790.4533500000001,0.1976,5,25.0,25.4,0.4
HK,hong_kong,0x92441b73512f9a9e1fb0494540a9287d78c1f018aa6dbc6999ca5288aad5bbde,Will the highest temperature in Hong Kong be 25°C on March 22?,2026-03-22,2026-03-19 18:06:16.007970+00:00,2.25,25.0,25.4,1.6,0.4599,0.3208,0.23,0.1392,0.1392,Yes,0.4599,0.3208,204.8627,82.095364,0.1976,5,25.0,25.4,0.4
HK,hong_kong,0x7ca29e0612f577976e3eb752d88e50785c7c424c821fea606ffcf485f67f7ddb,Will the highest temperature in Hong Kong be 23°C on March 22?,2026-03-22,2026-03-19 18:06:16.007970+00:00,2.25,23.0,25.4,1.6,0.1595,0.1534,0.11,0.0061,0.0061,Yes,0.1595,0.1534,227.0373,72.022165,0.1976,5,25.0,25.4,0.4
HK,hong_kong,0x1d3d7a58020e78fbd22d3aea21361a76316d18da130006e41e5553a232a8de9e,Will the highest temperature in Hong Kong be 22°C on March 22?,2026-03-22,2026-03-19 18:06:16.007970+00:00,2.25,22.0,25.4,1.6,0.0533,0.2859,0.205,-0.2327,0.2327,No,0.9467,0.7141,243.6434,70.43835,0.1976,5,25.0,25.4,0.4
HK,hong_kong,0x5c82f3b1e1a6923bb869ec119f428836f483af6b00b695c2a065fed304703597,Will the highest temperature in Hong Kong be 18°C on March 22?,2026-03-22,2026-03-20 06:05:33.843264+00:00,1.75,18.0,26.3,1.2,0.0,0.0449,0.0105,-0.0449,0.0449,No,1.0,0.9551,1846.53767,111.35,0.4531,4,23.0,26.3,3.3
HK,hong_kong,0x7ca29e0612f577976e3eb752d88e50785c7c424c821fea606ffcf485f67f7ddb,Will the highest temperature in Hong Kong be 23°C on March 22?,2026-03-22,2026-03-20 06:05:33.843264+00:00,1.75,23.0,26.3,1.2,0.9244,0.4915,0.115,0.433,0.433,Yes,0.9244,0.4915,397.2389,96.98258,0.4531,4,23.0,26.3,3.3
HK,hong_kong,0x1d3d7a58020e78fbd22d3aea21361a76316d18da130006e41e5553a232a8de9e,Will the highest temperature in Hong Kong be 22°C on March 22?,2026-03-22,2026-03-20 06:05:33.843264+00:00,1.75,22.0,26.3,1.2,0.0756,0.4274,0.1,-0.3518,0.3518,No,0.9244,0.5726,651.3457,82.00975,0.4531,4,23.0,26.3,3.3
HK,hong_kong,0x570b55ca0829a1584b79d0eefa1bc4869950fe1462eefd961daff8c0a7f2c424,Will the highest temperature in Hong Kong be 19°C on March 22?,2026-03-22,2026-03-20 06:05:33.843264+00:00,1.75,19.0,26.3,1.2,0.0,0.0363,0.0085,-0.0363,0.0363,No,1.0,0.9637,1382.88849,616.991135,0.4531,4,23.0,26.3,3.3
HK,hong_kong,0x97bd1cca9545b176662180fd4a91309b69b7107747ea6eed3b71eb4713e20b73,Will the highest temperature in Hong Kong be 27°C or higher on March 22?,2026-03-22,2026-03-20 06:05:33.843264+00:00,1.75,27.0,26.3,1.2,0.2798,0.125,0.125,0.1548,0.1548,Yes,0.2798,0.125,885.6003,576.906609,0.4531,4,23.0,26.3,3.3
HK,hong_kong,0x5c82f3b1e1a6923bb869ec119f428836f483af6b00b695c2a065fed304703597,Will the highest temperature in Hong Kong be 18°C on March 22?,2026-03-22,2026-03-20 12:05:35.063017+00:00,1.5,18.0,26.1,1.2,0.0,0.1086,0.026,-0.1086,0.1086,No,1.0,0.8914,1296.49765,80.25,0.1555,3,26.0,26.1,0.1
HK,hong_kong,0xdb79a414ea684c5abe6ab27be742ff17c17fcbe3fb81db76e8470203059c2f84,Will the highest temperature in Hong Kong be 26°C on March 22?,2026-03-22,2026-03-20 12:05:35.063017+00:00,1.5,26.0,26.1,1.2,1.0,0.8559,0.205,0.1441,0.1441,Yes,1.0,0.8559,350.9904,601.744998,0.1555,3,26.0,26.1,0.1
HK,hong_kong,0x570b55ca0829a1584b79d0eefa1bc4869950fe1462eefd961daff8c0a7f2c424,Will the highest temperature in Hong Kong be 19°C on March 22?,2026-03-22,2026-03-20 12:05:35.063017+00:00,1.5,19.0,26.1,1.2,0.0,0.0355,0.0085,-0.0355,0.0355,No,1.0,0.9645,1293.247,113.7,0.1555,3,26.0,26.1,0.1
HK,hong_kong,0x97bd1cca9545b176662180fd4a91309b69b7107747ea6eed3b71eb4713e20b73,Will the highest temperature in Hong Kong be 27°C or higher on March 22?,2026-03-22,2026-03-20 12:05:35.063017+00:00,1.5,27.0,26.1,1.2,0.2266,0.095,0.095,0.1316,0.1316,Yes,0.2266,0.095,850.2363,675.2286690000002,0.1555,3,26.0,26.1,0.1
HK,hong_kong,0x1d3d7a58020e78fbd22d3aea21361a76316d18da130006e41e5553a232a8de9e,Will the highest temperature in Hong Kong be 22°C on March 22?,2026-03-22,2026-03-22 12:05:43.548307+00:00,-0.5,22.0,25.7,0.8,0.0,0.0005,0.0005,-0.0005,0.0005,No,1.0,0.9995,1595.99766,8467.920239000001,2.102,4,25.0,25.7,0.7
HK,hong_kong,0xc16a1dfe63bb45b61e9a61219a2dca6304160e6e0d811c0ec4435793c07a5534,Will the highest temperature in Hong Kong be 24°C on March 22?,2026-03-22,2026-03-22 12:05:43.548307+00:00,-0.5,24.0,25.7,0.8,0.0761,0.001,0.001,0.0751,0.0751,Yes,0.0761,0.001,2931.64379,7884.672499,2.102,4,25.0,25.7,0.7
HK,hong_kong,0x92441b73512f9a9e1fb0494540a9287d78c1f018aa6dbc6999ca5288aad5bbde,Will the highest temperature in Hong Kong be 25°C on March 22?,2026-03-22,2026-03-22 12:05:43.548307+00:00,-0.5,25.0,25.7,0.8,0.399,0.9895,0.9905,-0.5906,0.5906,No,0.601,0.0105,2218.9831,7442.595537,2.102,4,25.0,25.7,0.7
HK,hong_kong,0xdb79a414ea684c5abe6ab27be742ff17c17fcbe3fb81db76e8470203059c2f84,Will the highest temperature in Hong Kong be 26°C on March 22?,2026-03-22,2026-03-22 12:05:43.548307+00:00,-0.5,26.0,25.7,0.8,0.5249,0.009,0.009,0.5159,0.5159,Yes,0.5249,0.009,940.69473,5826.570744,2.102,4,25.0,25.7,0.7
HK,hong_kong,0x39f8533907560ba4a67047a7281e5002e5ed3b9deeaffab47fcb38cc0a94f403,Will the highest temperature in Hong Kong be 20°C on March 23?,2026-03-23,2026-03-20 12:05:35.063053+00:00,2.5,20.0,26.9,1.6,0.0021,0.1574,0.0155,-0.1553,0.1553,No,0.9979,0.8426,424.52411,93.5506,0.5629,3,23.0,26.9,3.9
HK,hong_kong,0x5b4f7e8fc62a6b114500b1e0c2b0ca6eb9fa4261d7f502ed472b0fd65670f262,Will the highest temperature in Hong Kong be 23°C on March 23?,2026-03-23,2026-03-20 12:05:35.063053+00:00,2.5,23.0,26.9,1.6,0.9741,0.5076,0.05,0.4665,0.4665,Yes,0.9741,0.5076,514.7998,69.0556,0.5629,3,23.0,26.9,3.9
HK,hong_kong,0x17b64519000442bf10e02a39b4a68ab42e1d443013bb21958ec34321600f6ab5,Will the highest temperature in Hong Kong be 21°C on March 23?,2026-03-23,2026-03-20 12:05:35.063053+00:00,2.5,21.0,26.9,1.6,0.0238,0.335,0.033,-0.3112,0.3112,No,0.9762,0.665,412.97479,68.56139999999999,0.5629,3,23.0,26.9,3.9
HK,hong_kong,0xc4b95daabde86af85b1f4cc20398ad96924020cf346134713e3314f61f2e476a,Will the highest temperature in Hong Kong be 22°C on March 23?,2026-03-23,2026-03-20 18:05:38.345092+00:00,2.25,22.0,27.1,1.6,0.0072,0.1127,0.04,-0.1054,0.1054,No,0.9928,0.8873,838.39161,95.5816,0.0916,2,27.0,27.1,0.1
HK,hong_kong,0x80c4f2611715310603f6810f38523716cf37325b7c88c1104c4df93da84cb22a,Will the highest temperature in Hong Kong be 27°C on March 23?,2026-03-23,2026-03-20 18:05:38.345092+00:00,2.25,27.0,27.1,1.6,0.9928,0.8873,0.315,0.1054,0.1054,Yes,0.9928,0.8873,358.7796,74.0,0.0916,2,27.0,27.1,0.1
HK,hong_kong,0x17b64519000442bf10e02a39b4a68ab42e1d443013bb21958ec34321600f6ab5,Will the highest temperature in Hong Kong be 21°C on March 23?,2026-03-23,2026-03-22 06:05:39.838544+00:00,0.75,21.0,27.0,0.8,0.0,0.0229,0.011,-0.0229,0.0229,No,1.0,0.9771,1867.95409,817.998856,0.8267,5,25.0,27.0,2.0
HK,hong_kong,0xc4b95daabde86af85b1f4cc20398ad96924020cf346134713e3314f61f2e476a,Will the highest temperature in Hong Kong be 22°C on March 23?,2026-03-23,2026-03-22 06:05:39.838544+00:00,0.75,22.0,27.0,0.8,0.0,0.0396,0.019,-0.0396,0.0396,No,1.0,0.9604,754.46873,764.244561,0.8267,5,25.0,27.0,2.0
HK,hong_kong,0x6c2be45d7873afd22c8771c63a099664c01c1b6cba691596bbbbe97cab7e2ff3,Will the highest temperature in Hong Kong be 25°C on March 23?,2026-03-23,2026-03-22 06:05:39.838544+00:00,0.75,25.0,27.0,0.8,0.1113,0.6458,0.31,-0.5345,0.5345,No,0.8887,0.3542,393.9652,568.16284,0.8267,5,25.0,27.0,2.0
HK,hong_kong,0xa8acc7b7e4b13401b4944c50cc0f8e6d5b76426b9bc9db767a8f096a885b18e2,Will the highest temperature in Hong Kong be 26°C on March 23?,2026-03-23,2026-03-22 06:05:39.838544+00:00,0.75,26.0,27.0,0.8,0.8887,0.2813,0.135,0.6074,0.6074,Yes,0.8887,0.2813,482.3749,635.7568630000001,0.8267,5,25.0,27.0,2.0
HK,hong_kong,0x39f8533907560ba4a67047a7281e5002e5ed3b9deeaffab47fcb38cc0a94f403,Will the highest temperature in Hong Kong be 20°C on March 23?,2026-03-23,2026-03-22 06:05:39.838544+00:00,0.75,20.0,27.0,0.8,0.0,0.0104,0.005,-0.0104,0.0104,No,1.0,0.9896,2469.99072,517.722,0.8267,5,25.0,27.0,2.0
London,london,0x6501ac3adfa9a11635301bb4a2b5a09f5578bc4d537529acfb2553232dd956da,Will the highest temperature in London be 16°C on March 18?,2026-03-18,2026-03-17 22:28:14.280388+00:00,0.06,16.0,17.7,0.8,0.0648,0.1097,0.105,-0.0449,0.0449,No,0.9352,0.8903,1627.064,7761.050444000003,0.0333,5,18.0,17.7,-0.3
London,london,0x95a8155fe5467a1222def679d66b8580f1fc9598ece4d3e2935f69738ff81e66,Will the highest temperature in London be 17°C on March 18?,2026-03-18,2026-03-17 22:28:14.280388+00:00,0.06,17.0,17.7,0.8,0.3396,0.3499,0.335,-0.0103,0.0103,No,0.6604,0.6501,1045.9322,6215.263229,0.0333,5,18.0,17.7,-0.3
London,london,0x7d9a0bf25ce022c72ea60168987a7d115534bf827d0bd793f3d7ea1097fabebc,Will the highest temperature in London be 18°C on March 18?,2026-03-18,2026-03-17 22:28:14.280388+00:00,0.06,18.0,17.7,0.8,0.4467,0.4543,0.435,-0.0076,0.0076,No,0.5533,0.5457,951.9502,6150.1868,0.0333,5,18.0,17.7,-0.3
London,london,0xf7640ac4324bc2d1cd6e14c561e2fd9aef2483d96b61b7ddc84d1775022a268c,Will the highest temperature in London be 19°C on March 18?,2026-03-18,2026-03-17 22:28:14.280388+00:00,0.06,19.0,17.7,0.8,0.1487,0.0836,0.08,0.0651,0.0651,Yes,0.1487,0.0836,1519.4982,4137.906532999999,0.0333,5,18.0,17.7,-0.3
London,london,0x29da90d43a2b311393bb233470f852994abafe43dbe5d7579d54ad2124a68ea8,Will the highest temperature in London be 21°C on March 18?,2026-03-18,2026-03-17 22:28:14.280388+00:00,0.06,21.0,17.7,0.8,0.0002,0.0026,0.0025,-0.0024,0.0024,No,0.9998,0.9974,2194.74243,5921.712692999999,0.0333,5,18.0,17.7,-0.3
London,london,0x95a8155fe5467a1222def679d66b8580f1fc9598ece4d3e2935f69738ff81e66,Will the highest temperature in London be 17°C on March 18?,2026-03-18,2026-03-17 23:10:24.292307+00:00,0.03,17.0,17.9,0.8,0.2863,0.3484,0.32,-0.0621,0.0621,No,0.7137,0.6516,982.9304,6508.048912000001,0.0862,4,18.0,17.9,-0.1
London,london,0x29da90d43a2b311393bb233470f852994abafe43dbe5d7579d54ad2124a68ea8,Will the highest temperature in London be 21°C on March 18?,2026-03-18,2026-03-17 23:10:24.292307+00:00,0.03,21.0,17.9,0.8,0.0006,0.0637,0.0585,-0.0631,0.0631,No,0.9994,0.9363,890.36474,7124.612405999998,0.0862,4,18.0,17.9,-0.1
London,london,0x7d9a0bf25ce022c72ea60168987a7d115534bf827d0bd793f3d7ea1097fabebc,Will the highest temperature in London be 18°C on March 18?,2026-03-18,2026-03-17 23:10:24.292307+00:00,0.03,18.0,17.9,0.8,0.4957,0.4464,0.41,0.0493,0.0493,Yes,0.4957,0.4464,827.0287,6349.089395,0.0862,4,18.0,17.9,-0.1
London,london,0xf7640ac4324bc2d1cd6e14c561e2fd9aef2483d96b61b7ddc84d1775022a268c,Will the highest temperature in London be 19°C on March 18?,2026-03-18,2026-03-17 23:10:24.292307+00:00,0.03,19.0,17.9,0.8,0.2174,0.1415,0.13,0.0759,0.0759,Yes,0.2174,0.1415,1029.3032,4544.810214999999,0.0862,4,18.0,17.9,-0.1
London,london,0x95a8155fe5467a1222def679d66b8580f1fc9598ece4d3e2935f69738ff81e66,Will the highest temperature in London be 17°C on March 18?,2026-03-18,2026-03-17 23:20:41.010914+00:00,0.03,17.0,17.9,0.8,0.2863,0.351,0.305,-0.0647,0.0647,No,0.7137,0.649,1091.4756,6523.534779000001,0.0775,4,18.0,17.9,-0.1
London,london,0x29da90d43a2b311393bb233470f852994abafe43dbe5d7579d54ad2124a68ea8,Will the highest temperature in London be 21°C on March 18?,2026-03-18,2026-03-17 23:20:41.010914+00:00,0.03,21.0,17.9,0.8,0.0006,0.0506,0.044,-0.05,0.05,No,0.9994,0.9494,1179.71564,7180.582567999999,0.0775,4,18.0,17.9,-0.1
London,london,0x7d9a0bf25ce022c72ea60168987a7d115534bf827d0bd793f3d7ea1097fabebc,Will the highest temperature in London be 18°C on March 18?,2026-03-18,2026-03-17 23:20:41.010914+00:00,0.03,18.0,17.9,0.8,0.4957,0.4661,0.405,0.0296,0.0296,Yes,0.4957,0.4661,1053.5245,6393.103039,0.0775,4,18.0,17.9,-0.1
London,london,0xf7640ac4324bc2d1cd6e14c561e2fd9aef2483d96b61b7ddc84d1775022a268c,Will the highest temperature in London be 19°C on March 18?,2026-03-18,2026-03-17 23:20:41.010914+00:00,0.03,19.0,17.9,0.8,0.2174,0.1323,0.115,0.0851,0.0851,Yes,0.2174,0.1323,1270.5433,4652.621751999999,0.0775,4,18.0,17.9,-0.1
London,london,0xe1b1bd50b1895c5949df2bf931e91529914d7cbbbcb312394472b7c87c450a28,Will the highest temperature in London be 13°C on March 19?,2026-03-19,2026-03-18 08:07:51.793318+00:00,0.66,13.0,16.1,0.8,0.002,0.0582,0.017,-0.0562,0.0562,No,0.998,0.9418,2900.95635,5042.460438000002,0.0738,3,17.0,16.1,-0.9
London,london,0xe3bc995e11cc787d7a903f6bef402dc400c52e510a35d91b564594923a352ba0,Will the highest temperature in London be 14°C on March 19?,2026-03-19,2026-03-18 08:07:51.793318+00:00,0.66,14.0,16.1,0.8,0.0761,0.137,0.04,-0.0608,0.0608,No,0.9239,0.863,2421.78483,4142.776043999999,0.0738,3,17.0,16.1,-0.9
London,london,0x27cadf7c04045e625edfa3b879119129f9cb41d61e770855ec91731a34602109,Will the highest temperature in London be 17°C on March 19?,2026-03-19,2026-03-18 08:07:51.793318+00:00,0.66,17.0,16.1,0.8,0.9219,0.8048,0.235,0.1171,0.1171,Yes,0.9219,0.8048,2047.5996,4231.382590000003,0.0738,3,17.0,16.1,-0.9
London,london,0xffb186cb586f2e2d6ae889e15ee417d6ef995820360c472fea6e399967817fab,Will the highest temperature in London be 15°C on March 19?,2026-03-19,2026-03-18 18:02:05.763591+00:00,0.25,15.0,16.1,0.8,0.2882,0.1466,0.075,0.1416,0.1416,Yes,0.2882,0.1466,939.0268,6750.580602,0.149,3,16.0,16.1,0.1
London,london,0x5b9918299b1321788cde08a892254ca8eafaf3b924eb1f8eb85e6fa66ebcd238,Will the highest temperature in London be 18°C on March 19?,2026-03-19,2026-03-18 18:02:05.763591+00:00,0.25,18.0,16.1,0.8,0.0547,0.2278,0.1165,-0.173,0.173,No,0.9453,0.7722,944.44244,6552.683239999995,0.149,3,16.0,16.1,0.1
London,london,0x2eaa241abcd2019db4f3e6f84c084c1c82a7c6800bc090de4144a1a35a170109,Will the highest temperature in London be 16°C on March 19?,2026-03-19,2026-03-18 18:02:05.763591+00:00,0.25,16.0,16.1,0.8,0.6571,0.6256,0.32,0.0315,0.0315,Yes,0.6571,0.6256,1023.7898,5454.853949000004,0.149,3,16.0,16.1,0.1
London,london,0xffb186cb586f2e2d6ae889e15ee417d6ef995820360c472fea6e399967817fab,Will the highest temperature in London be 15°C on March 19?,2026-03-19,2026-03-18 18:15:37.104127+00:00,0.24,15.0,16.4,0.8,0.1956,0.1532,0.075,0.0424,0.0424,Yes,0.1956,0.1532,978.3812,6736.139003,0.0311,3,16.0,16.4,0.4
London,london,0x5b9918299b1321788cde08a892254ca8eafaf3b924eb1f8eb85e6fa66ebcd238,Will the highest temperature in London be 18°C on March 19?,2026-03-19,2026-03-18 18:15:37.104127+00:00,0.24,18.0,16.4,0.8,0.1292,0.2237,0.1095,-0.0945,0.0945,No,0.8708,0.7763,816.87346,6657.853239999995,0.0311,3,16.0,16.4,0.4
London,london,0x2eaa241abcd2019db4f3e6f84c084c1c82a7c6800bc090de4144a1a35a170109,Will the highest temperature in London be 16°C on March 19?,2026-03-19,2026-03-18 18:15:37.104127+00:00,0.24,16.0,16.4,0.8,0.6752,0.6231,0.305,0.0521,0.0521,Yes,0.6752,0.6231,901.0083,5433.603949000004,0.0311,3,16.0,16.4,0.4
