ticker,event_ticker,title,status,result,floor_strike,cap_strike,strike_type,yes_sub_title,yes_bid,yes_ask,yes_bid_size,yes_ask_size,no_bid,no_ask,last_price,previous_price,volume,volume_24h,open_interest,liquidity,open_time,close_time,expiration_time,rules_primary,rules_secondary,fetched_at_utc,city,series_ticker,expiration_value,expiration_value_f,settlement_ts,settlement_value,previous_yes_bid,previous_yes_ask,no_sub_title,market_type,created_time,updated_time,expected_expiration_time,latest_expiration_time,occurrence_datetime,notional_value,price_ranges,price_level_structure,can_close_early,early_close_condition,settlement_timer_seconds,exchange_index
KXHIGHTHOU-26AUG03-B103.5,KXHIGHTHOU-26AUG03,"Will the maximum temperature be 103-104° on Aug 3, 2026?",active,,103.0,104.0,between,103° to 104°,0.0,0.01,0.0,10978.62,0.99,1.0,0.01,0.02,383.0,113.0,382.0,0.0,2026-08-02T14:00:00Z,2026-08-04T06:00:00Z,2026-08-10T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 3, 2026, is between 103-104° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG03-B101.5,KXHIGHTHOU-26AUG03,"Will the maximum temperature be 101-102° on Aug 3, 2026?",active,,101.0,102.0,between,101° to 102°,0.0,0.01,0.0,10477.88,0.99,1.0,0.01,0.04,1154.55,1124.52,949.54,0.0,2026-08-02T14:00:00Z,2026-08-04T06:00:00Z,2026-08-10T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 3, 2026, is between 101-102° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG02-T97,KXHIGHTHOU-26AUG02,"Will the maximum temperature be <97° on Aug 2, 2026?",finalized,no,,97.0,less,96° or below,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,11794.13,1659.79,7363.33,0.0,2026-08-01T14:00:00Z,2026-08-03T06:00:00Z,2026-08-09T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 2, 2026, is less than 97° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG02-T104,KXHIGHTHOU-26AUG02,"Will the maximum temperature be >104° on Aug 2, 2026?",finalized,no,104.0,,greater,105° or above,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,492.88,37.66,492.88,0.0,2026-08-01T14:00:00Z,2026-08-03T06:00:00Z,2026-08-09T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 2, 2026, is greater than 104° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG02-B99.5,KXHIGHTHOU-26AUG02,"Will the maximum temperature be 99-100° on Aug 2, 2026?",finalized,no,99.0,100.0,between,99° to 100°,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.38,20737.2,12941.91,8868.89,0.0,2026-08-01T14:00:00Z,2026-08-03T06:00:00Z,2026-08-09T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 2, 2026, is between 99-100° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG02-B97.5,KXHIGHTHOU-26AUG02,"Will the maximum temperature be 97-98° on Aug 2, 2026?",finalized,yes,97.0,98.0,between,97° to 98°,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.61,25455.88,17033.3,10897.28,0.0,2026-08-01T14:00:00Z,2026-08-03T06:00:00Z,2026-08-09T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 2, 2026, is between 97-98° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG02-B103.5,KXHIGHTHOU-26AUG02,"Will the maximum temperature be 103-104° on Aug 2, 2026?",finalized,no,103.0,104.0,between,103° to 104°,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.02,984.17,37.66,945.16,0.0,2026-08-01T14:00:00Z,2026-08-03T06:00:00Z,2026-08-09T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 2, 2026, is between 103-104° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG02-B101.5,KXHIGHTHOU-26AUG02,"Will the maximum temperature be 101-102° on Aug 2, 2026?",finalized,no,101.0,102.0,between,101° to 102°,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.03,3688.69,1995.55,3103.22,0.0,2026-08-01T14:00:00Z,2026-08-03T06:00:00Z,2026-08-09T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 2, 2026, is between 101-102° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG01-T97,KXHIGHTHOU-26AUG01,"Will the maximum temperature be <97° on Aug 1, 2026?",finalized,yes,,97.0,less,96° or below,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.99,16441.96,0.0,9030.72,0.0,2026-07-31T14:00:00Z,2026-08-02T06:00:00Z,2026-08-08T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 1, 2026, is less than 97° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG01-T104,KXHIGHTHOU-26AUG01,"Will the maximum temperature be >104° on Aug 1, 2026?",finalized,no,104.0,,greater,105° or above,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,1290.89,0.0,1014.28,0.0,2026-07-31T14:00:00Z,2026-08-02T06:00:00Z,2026-08-08T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 1, 2026, is greater than 104° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG01-B99.5,KXHIGHTHOU-26AUG01,"Will the maximum temperature be 99-100° on Aug 1, 2026?",finalized,no,99.0,100.0,between,99° to 100°,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,7162.19,0.0,3615.66,0.0,2026-07-31T14:00:00Z,2026-08-02T06:00:00Z,2026-08-08T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 1, 2026, is between 99-100° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
KXHIGHTHOU-26AUG01-B97.5,KXHIGHTHOU-26AUG01,"Will the maximum temperature be 97-98° on Aug 1, 2026?",finalized,no,97.0,98.0,between,97° to 98°,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.01,12789.53,0.0,6986.44,0.0,2026-07-31T14:00:00Z,2026-08-02T06:00:00Z,2026-08-08T14:00:00Z,"If the maximum temperature recorded at Houston for Aug 1, 2026, is between 97-98° fahrenheit according to the National Weather Service's Climatological Report (Daily), then the market resolves to Yes.","Data for CLIHOU can be found by clicking the following URL: https://www.weather.gov/wrh/Climate?wfo=hgx, navigating to the ""Observed Weather"" tab, and choosing the location ""Houston-Hobby, TX"" with Daily Climate Report selected. Please use the latest version of the data for the desired date, keeping in mind that different cities update their reports at different frequencies.

Not all weather data is the same. While checking a source like AccuWeather or Google Weather may help guide your decision, the official and final value used to determine this market is the maximum/minimum temperature as reported by the corresponding NWS Climatological Report (Daily) linked in the rules above. Preliminary NWS reporting and measurement methods may be subject to underlying rounding and conversion nuances. Traders should exercise caution when interpreting preliminary NWS data.",2026-08-03T21:03:52.245799+00:00,Houston,KXHIGHTHOU,,,,,,,,,,,,,,,,,,,,
